retrieverank,retrieveimage,retrievename,retrievecode,fixation
444,CFD_faces_testing/CFD-WF-031-027-N.jpg,Jordyn,1,2.36152449920593
101,CFD_faces_testing/CFD-AM-245-111-N.jpg,Saul,1,4.94478862674915
69,CFD_faces_testing/CFD-AM-212-050-N.jpg,Joey,2,3.49039826533745
408,CFD_faces_testing/CFD-LM-247-095-N.jpg,Tommy,1,2.06724096332046
475,CFD_faces_testing/CFD-WF-223-133-N.jpg,Shayla,3,2.16149464690853
82,CFD_faces_testing/CFD-AM-226-234-N.jpg,Justin,2,2.42262139280552
125,CFD_faces_testing/CFD-BF-016-017-N.jpg,Faith,1,4.68042293522056
71,CFD_faces_testing/CFD-AM-214-168-N.jpg,Cody,3,3.39746021934814
556,CFD_faces_testing/CFD-WM-215-041-N.jpg,Darin,3,3.68257021440063
144,CFD_faces_testing/CFD-BF-037-022-N.jpg,Naomi,3,3.4833690421502
229,CFD_faces_testing/CFD-BM-020-001-N.jpg,Sean,2,2.20335646545745
250,CFD_faces_testing/CFD-BM-043-071-N.jpg,Dion,3,4.69293962712107
126,CFD_faces_testing/CFD-BF-017-003-N.jpg,Norma,2,2.86569592664378
216,CFD_faces_testing/CFD-BM-003-003-N.jpg,Hugo,1,2.80714044426055
49,CFD_faces_testing/CFD-AF-248-148-N.jpg,Janet,2,3.78258252629109
14,CFD_faces_testing/CFD-AF-213-126-N.jpg,Abby,1,3.42763707216892
491,CFD_faces_testing/CFD-WF-239-155-N.jpg,Gloria,1,3.10493311422021
109,CFD_faces_testing/CFD-AM-253-161-N.jpg,Dean,3,3.9668332714895
338,CFD_faces_testing/CFD-LF-231-260-N.jpg,Marci,3,4.81460121741279
287,CFD_faces_testing/CFD-BM-234-172-N.jpg,Jalen,1,3.86127555735198
347,CFD_faces_testing/CFD-LF-240-199-N.jpg,Dina,2,2.84852027484298
34,CFD_faces_testing/CFD-AF-233-190-N.jpg,Zoey,1,2.61554375579896
382,CFD_faces_testing/CFD-LM-220-329-N.jpg,Colby,3,3.31740224478136
368,CFD_faces_testing/CFD-LM-206-204-N.jpg,Nolan,1,2.08175065898245
89,CFD_faces_testing/CFD-AM-233-236-N.jpg,Jaime,2,4.62855300788104
594,CFD_faces_testing/CFD-WM-255-219-N.jpg,Omar,2,3.83027673882337
439,CFD_faces_testing/CFD-WF-026-002-N.jpg,Monica,3,2.61077714086226
190,CFD_faces_testing/CFD-BF-232-187-N.jpg,Esther,2,3.5597504743712
348,CFD_faces_testing/CFD-LF-241-188-N.jpg,Lauri,1,2.16147290645036
209,CFD_faces_testing/CFD-BF-251-211-N.jpg,Regan,3,4.58656229335064
40,CFD_faces_testing/CFD-AF-239-171-N.jpg,Skye,3,3.32880399816161
525,CFD_faces_testing/CFD-WM-024-015-N.jpg,Reese,3,3.64402747200698
392,CFD_faces_testing/CFD-LM-230-202-N.jpg,Andy,2,3.70058249536772
325,CFD_faces_testing/CFD-LF-218-072-N.jpg,Karyn,2,4.04118497364292
479,CFD_faces_testing/CFD-WF-227-002-N.jpg,Paige,2,3.11413573427928
570,CFD_faces_testing/CFD-WM-230-131-N.jpg,Sammy,1,2.23468612755706
