retrieverank,retrieveimage,retrievename,retrievecode,fixation
429,CFD_faces_testing/CFD-WF-016-015-N.jpg,Anne,2,3.63404732602174
519,CFD_faces_testing/CFD-WM-018-002-N.jpg,Billy,1,4.99284854655072
246,CFD_faces_testing/CFD-BM-038-001-N.jpg,Casey,2,3.53302446273814
32,CFD_faces_testing/CFD-AF-231-357-N.jpg,Gina,1,4.62053652780716
26,CFD_faces_testing/CFD-AF-225-141-N.jpg,Ariana,2,2.21066441700962
313,CFD_faces_testing/CFD-LF-206-078-N.jpg,Ciera,1,4.96261621048399
44,CFD_faces_testing/CFD-AF-243-170-N.jpg,Lacy,3,4.76814028864012
88,CFD_faces_testing/CFD-AM-232-251-N.jpg,Drew,1,3.69278275879933
534,CFD_faces_testing/CFD-WM-035-032-N.jpg,Alvin,3,3.29438616102303
396,CFD_faces_testing/CFD-LM-234-176-N.jpg,Brock,3,3.01353369576948
451,CFD_faces_testing/CFD-WF-039-025-N.jpg,Aubrey,1,4.16217028354175
39,CFD_faces_testing/CFD-AF-238-185-N.jpg,Anahi,2,2.04096669999001
454,CFD_faces_testing/CFD-WF-202-056-N.jpg,Cierra,3,3.12218057832747
374,CFD_faces_testing/CFD-LM-212-143-N.jpg,Greg,2,4.7680556611765
63,CFD_faces_testing/CFD-AM-206-086-N.jpg,Eric,1,3.63943894408782
255,CFD_faces_testing/CFD-BM-201-077-N.jpg,Elian,2,3.42166060925638
331,CFD_faces_testing/CFD-LF-224-176-N.jpg,Celia,3,3.48961195532058
526,CFD_faces_testing/CFD-WM-025-002-N.jpg,Shad,2,2.92691324365818
395,CFD_faces_testing/CFD-LM-233-171-N.jpg,Lance,1,4.85251267652272
116,CFD_faces_testing/CFD-BF-007-001-N.jpg,Kayla,3,4.94597984261906
596,CFD_faces_testing/CFD-WM-257-161-N.jpg,Samuel,3,3.54068931062773
84,CFD_faces_testing/CFD-AM-228-214-N.jpg,Alec,1,4.97776945541622
177,CFD_faces_testing/CFD-BF-219-137-N.jpg,Talia,2,3.36753110619575
133,CFD_faces_testing/CFD-BF-025-002-N.jpg,Diana,3,3.2781226426763
513,CFD_faces_testing/CFD-WM-012-001-N.jpg,Corey,2,2.63964433639373
353,CFD_faces_testing/CFD-LF-246-129-N.jpg,Velma,1,2.57974844128783
461,CFD_faces_testing/CFD-WF-209-052-N.jpg,Sandra,1,4.498262737911
381,CFD_faces_testing/CFD-LM-219-295-N.jpg,Trent,1,4.17991129881488
58,CFD_faces_testing/CFD-AM-201-076-N.jpg,Ryan,3,3.58923708171733
181,CFD_faces_testing/CFD-BF-223-250-N.jpg,Ashly,2,4.48724221249799
76,CFD_faces_testing/CFD-AM-219-101-N.jpg,Jake,3,3.53562329401476
329,CFD_faces_testing/CFD-LF-222-147-N.jpg,Tyra,2,3.65588553876364
297,CFD_faces_testing/CFD-BM-244-197-N.jpg,Peter,3,2.63985468204769
203,CFD_faces_testing/CFD-BF-245-178-N.jpg,Tania,1,3.76346187896819
303,CFD_faces_testing/CFD-BM-250-170-N.jpg,Jamal,2,2.42828967604442
349,CFD_faces_testing/CFD-LF-242-121-N.jpg,Caryn,3,2.15667058347545
